0.801,0.872,0.835,614.0,153.0,90.0,0.5, 5.0
0.805,0.869,0.836,612.0,148.0,92.0,0.5, 5.0
0.810,0.864,0.836,608.0,143.0,96.0,0.5, 5.0
0.813,0.862,0.837,607.0,140.0,97.0,0.5, 5.0
0.817,0.861,0.838,606.0,136.0,98.0,0.5, 5.0
0.818,0.859,0.838,605.0,135.0,99.0,0.5, 5.0
0.822,0.857,0.839,603.0,131.0,101.0,0.5, 5.0
0.822,0.855,0.838,602.0,130.0,102.0,0.5, 5.0
0.824,0.854,0.839,601.0,128.0,103.0,0.5, 5.0
0.827,0.851,0.839,599.0,125.0,105.0,0.5, 5.0
0.828,0.849,0.839,598.0,124.0,106.0,0.5, 5.0
0.830,0.847,0.838,596.0,122.0,108.0,0.5, 5.0
0.831,0.845,0.838,595.0,121.0,109.0,0.5, 5.0
0.831,0.845,0.838,595.0,121.0,109.0,0.5, 5.0
0.832,0.844,0.838,594.0,120.0,110.0,0.5, 5.0
0.834,0.841,0.837,592.0,118.0,112.0,0.5, 5.0
0.835,0.839,0.837,591.0,117.0,113.0,0.5, 5.0
0.835,0.839,0.837,591.0,117.0,113.0,0.5, 5.0
0.837,0.838,0.837,590.0,115.0,114.0,0.5, 5.0
0.839,0.835,0.837,588.0,113.0,116.0,0.5, 5.0
0.840,0.835,0.838,588.0,112.0,116.0,0.5, 5.0
0.842,0.834,0.838,587.0,110.0,117.0,0.5, 5.0
0.843,0.832,0.838,586.0,109.0,118.0,0.5, 5.0
0.844,0.831,0.838,585.0,108.0,119.0,0.5, 5.0
0.845,0.830,0.837,584.0,107.0,120.0,0.5, 5.0
0.846,0.828,0.837,583.0,106.0,121.0,0.5, 5.0
0.848,0.825,0.837,581.0,104.0,123.0,0.5, 5.0
0.851,0.822,0.837,579.0,101.0,125.0,0.5, 5.0
0.854,0.820,0.836,577.0,99.0,127.0,0.5, 5.0
0.855,0.818,0.836,576.0,98.0,128.0,0.5, 5.0
0.856,0.817,0.836,575.0,97.0,129.0,0.5, 5.0
0.858,0.815,0.836,574.0,95.0,130.0,0.5, 5.0
0.859,0.814,0.836,573.0,94.0,131.0,0.5, 5.0
0.860,0.813,0.836,572.0,93.0,132.0,0.5, 5.0
0.864,0.810,0.836,570.0,90.0,134.0,0.5, 5.0
0.866,0.810,0.837,570.0,88.0,134.0,0.5, 5.0
0.867,0.808,0.837,569.0,87.0,135.0,0.5, 5.0
0.869,0.807,0.837,568.0,86.0,136.0,0.5, 5.0
0.871,0.805,0.837,567.0,84.0,137.0,0.5, 5.0
0.872,0.805,0.838,567.0,83.0,137.0,0.5, 5.0
0.878,0.804,0.839,566.0,79.0,138.0,0.5, 5.0
0.880,0.803,0.840,565.0,77.0,139.0,0.5, 5.0
0.883,0.801,0.840,564.0,75.0,140.0,0.5, 5.0
0.884,0.801,0.841,564.0,74.0,140.0,0.5, 5.0
0.885,0.801,0.841,564.0,73.0,140.0,0.5, 5.0
0.889,0.798,0.841,562.0,70.0,142.0,0.5, 5.0
0.892,0.795,0.841,560.0,68.0,144.0,0.5, 5.0
0.893,0.794,0.841,559.0,67.0,145.0,0.5, 5.0
0.897,0.791,0.841,557.0,64.0,147.0,0.5, 5.0
0.901,0.788,0.841,555.0,61.0,149.0,0.5, 5.0
0.901,0.787,0.840,554.0,61.0,150.0,0.5, 5.0
0.902,0.786,0.840,553.0,60.0,151.0,0.5, 5.0
0.902,0.786,0.840,553.0,60.0,151.0,0.5, 5.0
0.903,0.784,0.840,552.0,59.0,152.0,0.5, 5.0
0.908,0.781,0.840,550.0,56.0,154.0,0.5, 5.0
0.909,0.780,0.839,549.0,55.0,155.0,0.5, 5.0
0.915,0.776,0.839,546.0,51.0,158.0,0.5, 5.0
0.914,0.773,0.838,544.0,51.0,160.0,0.5, 5.0
0.918,0.767,0.836,540.0,48.0,164.0,0.5, 5.0
0.921,0.764,0.835,538.0,46.0,166.0,0.5, 5.0
0.922,0.760,0.833,535.0,45.0,169.0,0.5, 5.0
0.923,0.750,0.828,528.0,44.0,176.0,0.5, 5.0
0.929,0.741,0.825,522.0,40.0,182.0,0.5, 5.0
0.928,0.716,0.808,504.0,39.0,200.0,0.5, 5.0
0.935,0.652,0.768,459.0,32.0,245.0,0.5, 5.0
